6124988953138451456;47851476196262058;14
6124988953138320386;47851476196393128;12
6124988953138450688;47851476196262058;14
6124988953138843904;47851476195868842;12
6124988953138319624;47851476196393122;12
6124988953138319618;47851476196393128;10
6124988953138840832;47851476195868842;14
6124988953140413696;47851476194295978;14
6124988953138316576;47851476196393098;12
6124988953138316552;47851476196393122;12
6124988953140401408;47851476194295978;14
6124988953146692864;47851476188004522;12
6124988953138304384;47851476196393002;12
6124988961711478016;47851467606458538;14
6124988953121674496;47851476196262058;14
6124988961661146368;47851467606458538;12
6124988987430950144;47851441836654762;12
6124988953071736064;47851476195868842;12
6124988953071342848;47851476196262058;12
6124988987229623552;47851441836654762;12
6124989090308838656;47851338757439658;12
6124988952871982336;47851476194295978;12
6125550803580114176;47288526242971818;14
6124987862216627456;47851467606458538;14
6125547505045230848;47288526242971818;12
6127236354905494784;45599676382707882;12
6124984589451547904;47851441836654762;12
6053494309053814016;47288526242971818;14
6125547504776795392;47288491883233450;12
6124971498124875008;47868896581648554;14
1522310133965788160;38844276939440298;16
6127223169020351744;45599633701470378;12
6124984555093890304;47288526240874666;12
6124988952870408200;47851476195738018;12
4972067585701990658;1191765644109545640;10
1513303071881449736;4650530157930086562;10
6124989090308837384;47851338757308834;12
1513302934443020552;4650530295368515746;10
4972067448263561474;1191765781547974824;10
6124989090292060418;47851338774085800;12
6124988952853631234;47851476212514984;12
6124988952072946976;47851476188020746;10
6124988952869868928;47851442102992938;10
6124918721833603328;47851338756931626;12
6124914736103444744;47855290127351970;10
6124984691457541376;47855702443688106;14
6124984554825471232;47288526240874666;12
6124914323787108608;47855702443688106;10
6124971359881151744;47869034020077738;14
6052861540112027912;119345570525085858;12
6053494308787459328;47288492149571754;14
6124989089235617024;47851304665612458;14
6127223169020351744;45599668059111594;10
4972063059074893064;1198521172399620258;12
6124989501551953160;47850926706917538;12
6160947381413089538;11822679177445416;10
6053494308718793984;47288389071929514;14
5839009285610165504;45599668059111594;14
5836754187530028320;333830043944485002;12
6124989089504036096;47851338756931626;16
5839009285610165504;45599633701470378;14
6053489945367024896;47288491881152682;14
6124984562607986048;47851468678103082;10
4974319256649880832;45599633701470378;12
6124984589183112448;47288492149571754;8
6127218771242276096;45617122539864234;10
6053493209550558464;47289625746210986;12
5836758576728642816;335518902384197802;12
5836754213308208384;335518868026556586;12
4981074647769552128;38844276941537322;16
6124984589183112448;47851441834557610;10
6125547505045214464;47288526240874666;12
1522310133965788160;38844276941537322;16
6124918721565184256;38914508246352042;12
4981074647501133056;38844277207859370;14
6160942983366594818;11264127270518952;8
6052931393191679360;119346085921161258;10
6124918721565184256;47851339023253674;12
6055165575250859264;117094311877279914;12
6125547504710210816;47288389071929514;12
6124988952869885184;47851476194295850;8
6124984554026452256;47855839874777226;10
6124984589451531520;47288491881152682;10
6124919134149939464;47850926438498466;10
6124984555093890304;47851441834557610;12
6124988987229607168;47851441834557610;12
5766951691840673024;117094311877279914;18
6124967100278134016;47855702443688106;12
5839004887832089856;45041115885863082;14
6124919134149939464;47850926440595490;10
6053489910740964608;47292889927647402;14
6124988951804527904;47851442096701578;12
6133921385602502912;38285725034610858;12
6055741710820984064;45036726427193514;12
6052926995147281664;119346085919064234;12
6124984589183112448;47292889927647402;8
6124988952803300608;47851338756915370;10
4974319256918299904;45599667790692522;14
6124988953138304256;47288526240891050;8
6125547642148640000;47288354511388842;12
4974319256649880832;45599668059111594;12
6124989098831660288;47851330166984874;14
6124985103773877512;47292374533669026;8
4974314858871805184;45041115885863082;12
6053494343145100544;47288491883249706;14
6124989089504036096;47851338754834602;16
6124971395244889472;47851441903239210;10
6124971360684495104;38861869127041194;10
6124984555091793280;47851441836654634;10
6133925783380578560;38844277207859370;12
6124988987229607168;47851441834573866;12
4981070249723057408;38285725034610858;12
6124971498324628736;47851338756931626;14
6133978559871603968;38844277207859370;12
6124984589183112448;47288491883233450;10
6052931393191695616;47288491883233450;10
6124984555091793280;47855839881068586;8
6052931358834054400;119346085919064234;14
6125547505045214464;47288526242971690;12
6124971395246986496;47851441901142186;10
6124984589183096192;47851442102992938;8
6124984589185193216;47851441834573866;12
6124987852563432704;47289625744113834;12
6124984562541417728;47851331240722602;14
6052931358035035424;119346120272511114;12
6124988952871965952;47851441834573866;12
6125547505045214464;47288491881152682;12
6124987887726368000;47289591386472618;12
6127236354888713480;45599667809550498;10
6160947381144670466;11822679443767464;8
6124971360686445824;47869034020077738;14
6127218771242276096;45041115885863082;10
5839572226168345856;45036727500931242;14
6053489911007286656;47292889929744426;12
6124984555091793280;47288526242971690;8
6052926995413603712;119346085921161258;12
6124919133881520392;47850926706917538;10
6160942983366594818;11827042864201896;8
6052926995413619968;47288491883233450;10
6124971498124875008;47851339023253674;14
1549327333683385346;11264127270518952;8
6052931359100376448;119346120278802474;8
6124971498122924288;38861731688612010;12
6053494308785378560;47288526240874666;12
6125547505045214464;47288491883249706;12
6160947381413089538;11822679175348392;10
6053489911009383680;47292889927647402;14
6133925783648997632;38844276939440298;12
6124989090241859840;47851338756785322;14
6160947381144670466;11822645086126248;8
6124987862224995584;47851467598073994;14
6127236387923055872;45599643094614186;12
6124989501820372232;47850926440595490;12
6124984589451531520;47851441836654634;10
6053489945098605824;47288492149571754;10
6124971498122777984;47851339025350698;10
6052861127795691776;119345982841421994;14
6127236353765168384;45599540016971946;14
6124988952871965952;47851476194295850;12
6124918584059254016;47921707500961962;12
4902261662880388352;117094311877279914;14
6124983489948292352;47289591386472618;12
6124984555093890304;47855839881068586;12
4974314858871805184;45604031479546026;12
6124985103773877512;47855290127351970;10
6053489945367024896;47288491883249706;14
6125547504776779136;47288526509309994;10
6124971403834836224;47851433244627114;10
6127236354838906112;45599667859357866;12
6124918721565184256;47851304665612458;12
6124984555091809536;45599667792773290;10
5839010376808662272;45599676374323338;14
6124988953138304256;47851441834557610;10
