1225635508445664512;4622945747651264682;28
1225635508445664512;4649967345415487658;26
1225635508446057728;4622945747650871466;26
1225635508446057728;4649967345415094442;26
1225635508495996160;4622945747651264682;30
1225635508495996160;4649967345415487658;30
1225635508512638216;4622945747651395746;26
1225635508512638216;4649967345415618722;24
1225635508512638240;4622945747651395722;26
1225635508512638240;4649967345415618698;24
1225635508512641282;4622945747651395752;24
1225635508512641282;4649967345415618728;22
1225635508512641288;4622945747651395746;26
1225635508512641288;4649967345415618722;24
1225635508512642050;4622945747651395752;26
1225635508512642050;4649967345415618728;24
1225635508512772352;4622945747651264682;30
1225635508512772352;4649967345415487658;26
1225635508512773120;4622945747651264682;30
1225635508512773120;4649967345415487658;30
1225635508513162496;4622945747650871466;30
1225635508513162496;4649967345415094442;28
1225635508513165568;4622945747650871466;28
1225635508513165568;4649967345415094442;26
1225635508514735360;4622945747649298602;30
1225635508514735360;4649967345413521578;28
1225635508521014528;4622945747643007146;28
1225635508521014528;4649967345407230122;26
1225635517035468032;4622945739061461162;28
1225635517035468032;4649967336825684138;26
1225635517085799680;4622945739061461162;30
1225635517085799680;4649967336825684138;30
1225635542805271808;4622945713291657386;26
1225635542805271808;4649967311055880362;26
1225635645683160320;4622945610212442282;28
1225635645683160320;4649967207976665258;26
1227324358305928448;4621256897791000746;26
1227324358305928448;4648278495555223722;26
1227324358306321664;4621256897790607530;28
1227324358306321664;4648278495554830506;26
1227324358356260096;4621256897791000746;30
1227324358356260096;4648278495555223722;30
1227324358372902152;4621256897791131810;26
1227324358372902152;4648278495555354786;24
1227324358372902176;4621256897791131786;24
1227324358372902176;4648278495555354762;24
1227324358372905218;4621256897791131816;24
1227324358372905218;4648278495555354792;22
1227324358372905224;4621256897791131810;26
1227324358372905224;4648278495555354786;24
1227324358372905986;4621256897791131816;26
1227324358372905986;4648278495555354792;24
1227324358373036288;4621256897791000746;28
1227324358373036288;4648278495555223722;26
1227324358373037056;4621256897791000746;30
1227324358373037056;4648278495555223722;30
1227324358373426432;4621256897790607530;28
1227324358373426432;4648278495554830506;26
1227324358373429504;4621256897790607530;28
1227324358373429504;4648278495554830506;26
1227324358374999296;4621256897789034666;28
1227324358374999296;4648278495553257642;28
1227324358381278464;4621256897782743210;26
1227324358381278464;4648278495546966186;26
1227324366895731968;4621256889201197226;26
1227324366895731968;4648278486965420202;26
1227324366946063616;4621256889201197226;30
1227324366946063616;4648278486965420202;28
1227324392665535744;4621256863431393450;24
1227324392665535744;4648278461195616426;24
1227324495543424256;4621256760352178346;26
1227324495543424256;4648278358116401322;26
1227886208814699776;4620693947837710506;30
1227886208814699776;4647715545601933482;28
1234079757814092800;326511703139811498;30
1261101355578184706;299490105375719592;22
1261101355578315776;297801255515324586;24
1261101355578315776;299490105375588522;24
1441807199704732928;4622945739061461162;28
1441807199704732928;4649967336825684138;28
1441808290559448320;4622945747651264682;28
1441808290559448320;4649967345415487658;28
1441808290559841536;4622945747650871466;28
1441808290559841536;4649967345415094442;28
1441808290609779968;4622945747651264682;30
1441808290609779968;4649967345415487658;30
1441808290626422024;4622945747651395746;28
1441808290626422024;4649967345415618722;28
1441808290626422048;4622945747651395722;26
1441808290626422048;4649967345415618698;26
1441808290626425090;4622945747651395752;26
1441808290626425090;4649967345415618728;24
1441808290626425096;4622945747651395746;28
1441808290626425096;4649967345415618722;26
1441808290626425858;4622945747651395752;28
1441808290626425858;4649967345415618728;26
1441808290626556160;4622945747651264682;30
1441808290626556160;4649967345415487658;30
1441808290626556928;4622945747651264682;32
1441808290626556928;4649967345415487658;32
1441808290626946304;4622945747650871466;30
1441808290626946304;4649967345415094442;30
1441808290626949376;4622945747650871466;30
1441808290626949376;4649967345415094442;28
1441808290628519168;4622945747649298602;30
1441808290628519168;4649967345413521578;30
1441808290634798336;4622945747643007146;28
1441808290634798336;4649967345407230122;28
1441808299149251840;4622945739061461162;30
1441808299149251840;4649967336825684138;28
1441808299199583488;4622945739061461162;30
1441808299199583488;4649967336825684138;30
1441808324919055616;4622945713291657386;28
1441808324919055616;4649967311055880362;26
1441808427796944128;4622945610212442282;28
1441808427796944128;4649967207976665258;28
1444055692393600256;4620693947837710506;28
1444055692393600256;4647715545601933482;28
1450252539927876608;110338921026027690;32
1477274137691968514;83317323261935784;22
1477274137692099584;83317323261804714;26
1513232703405708290;4623508560165863592;28
1513232703405708290;4650530157930086568;24
1513232703405838592;4623508560165732522;30
1513232703405838592;4650530157929955498;28
1513232703405839360;4623508560165732522;32
1513232703405839360;4650530157929955498;30
1513233115722568706;4623508147849003176;24
1513233115722568706;4650529745613226152;24
1513233115722699008;4623508147848872106;24
1513233115722699008;4650529745613095082;24
1513233115722699776;4623508147848872106;28
1513233115722699776;4650529745613095082;28
1513233115723092224;4623508147848478890;24
1513233115723092224;4650529745612701866;24
1513285376867980544;4623508663244947626;26
1513285376867980544;4650530261009170602;26
1513285376884622600;4623508663245078690;22
1513285376884622600;4650530261009301666;22
1513285376884622624;4623508663245078666;20
1513285376884622624;4650530261009301642;20
1513285376884625666;4623508663245078696;22
1513285376884625666;4650530261009301672;20
1513285376884625672;4623508663245078690;22
1513285376884625672;4650530261009301666;22
1513285376884626434;4623508663245078696;22
1513285376884626434;4650530261009301672;22
1513285376884756736;4623508663244947626;26
1513285376884756736;4650530261009170602;26
1513285376884757504;4623508663244947626;26
1513285376884757504;4650530261009170602;26
